OldName,NewName,CardCode,Player,MinorTeam,Status,Note
IMG_3903.JPEG,arkansas-travelers__arkansas-travelers__pd-131__pro-debut__front.jpg,PD-131,Arkansas Travelers,Arkansas Travelers,OK,
IMG_3908.JPEG,,,,,NO_CODE,"UE SHBWpeyH [[equseg ddOl 3HL Sc0e © F @ Me JE9A JU} H ‘14y pue KOS peu Ile ke) ‘waysAs nd uelysiy, ~~ YSLSFOYOM 97 | ~ ONVIWOd 92 ~—-ITWANASYD ¥2 |"
IMG_3910.JPEG,sheng-en-lin__sheng-en-lin__pd-70__pro-debut__front.jpg,PD-70,Sheng-En Lin,Sheng-En Lin,OK,
IMG_3912.JPEG,,,,,NO_CODE,"pue syewepey jeqeseg sddOl SHL S207 © F © IBBA BU} JO Huaiays wie {q yadsoud oY} Se WIY Sayellg aul ~ STMOTSH) ——""""STVLOl SH OOHOS Gud NOSKOW pz | OOHIS GUA NOSMOWE Ez OOHIS Ud NOSHOWT Ze"
IMG_3914.JPEG,,,,,NO_CODE,ue SYeWAPeR |j/EGaseg IdOL SHL S202 DF @ 0) EUOZIY ISSajold e 1 °27202 ul oym) HeW N '7Z0Z UT TETRA Ese
IMG_3916.JPEG,,,,,NO_CODE,UB SEWN [jeqeseg ddOL SHL S202 © F @ Pfaly [IE 93 ipaads e si ysnbny uo BY) 0} WY u sAey aul se
IMG_3918.JPEG,,,,,NO_CODE,) PUL SBWSpRy] [jEqsseg SddOL FHL SZ0Z © ® ® (0981 J84S-|1V 2) e paweu 1S YUM OUI] 1S 0) pareos $1 ouaWag ———YEVSIN 2 DVEUNOWVIO TOV PZ
IMG_3920.JPEG,fort-myers-mighty-mussels__fort-myers-mighty-mussels__pd-83__pro-debut__front.jpg,PD-83,Fort Myers Mighty Mussels,Fort Myers Mighty Mussels,OK,
IMG_3922.JPEG,san-jose-giants__san-jose-giants__pd-137__pro-debut__front.jpg,PD-137,San Jose Giants,San Jose Giants,OK,
IMG_3924.JPEG,fcl-yankees__fcl-yankees__pd-186__pro-debut__front.jpg,PD-186,FCL Yankees,FCL Yankees,OK,
IMG_3926.JPEG,acl-royals__acl-royals__pd-144__pro-debut__front.jpg,PD-144,ACL Royals,ACL Royals,OK,
IMG_3928.JPEG,clearwater-threshers__clearwater-threshers__pd-173__pro-debut__front.jpg,PD-173,Clearwater Threshers,Clearwater Threshers,OK,
IMG_3930.JPEG,,,,,NO_CODE,pue syewapen |jeqeseg iddOLl SHL S202 © ¥ @ 7c) & pue 1WwW yy Hiesys $ uey} (279) mous ‘Huey 1y Buiya9
IMG_3932.JPEG,,,,,NO_CODE,2 SyBWwapeH [jeqaseg OL 3HL S702 OF @ jreqaseg aYINIS EZ 2M USN owuspelg p Japue7 NOLNIQVY $2
IMG_3934.JPEG,,,,,NO_CODE,DUR SY/EWAPe} |/eqaseg ‘ddOl JHL S20 @ ? @ eujnuad 1 9H “6L 40 1} SSOIDE dj S ajija pue a4} JO BUC — STWLOL TW | “STWILOL a — ONIGWSY «EZ | ~——s ONIGWSH (ZZ |
IMG_3936.JPEG,,,,,NO_CODE,ue SHFPWEPes [jeqeseg idOl SHL S202 © F © 9N0|6 Ayiu D “WY eseq eg 31400y 7° Bumeq | Zaj]eZU0H _STW10L STN
IMG_3938.JPEG,,,,,NO_CODE,pue spewapey jeqaseg 3ddOl SHL S202 O 2? @ 1] SUOISEI20 Yi Ul YUNOY 9MO]-YPUIU 1 aq pjnom UpIP SIAeJ] STVLOL STW I
IMG_3940.JPEG,,,,,NO_CODE,2 SyLWMapey jjeqoseg OL SHL S202 © 8 @ sajold 9 11 SAQWOY ueIpU| 40 ul soweb PY HIN =—
IMG_3942.JPEG,jeremy-rodriguez__jeremy-rodriguez__pd-85__pro-debut__front.jpg,PD-85,Jeremy Rodriguez,Jeremy Rodriguez,OK,
IMG_3944.JPEG,,,,,NO_CODE,sg . S : 18 e
IMG_3946.JPEG,,,,,NO_CODE,"y ae we we i VE es ac , be inal on ag fers “ ee 2 ‘ . Sorte ee A - : we * 8. Shee ee. , we << ~ > ' »- My te aN ’ ~ . _ - -—- ‘3 . on , - . ete Se 4 . tat Oe o” = 5 eo .*. xc % mip © Ak . aT ae 7 J - "
IMG_3951.JPEG,james-tibbs-iii__james-tibbs-iii__pdc-166__pro-debut__front.jpg,PDC-166,James Tibbs III,James Tibbs III,OK,
IMG_3953.JPEG,,,,,NO_CODE,"qaseg oniee7 J0uIW , IOL JHL SZ0Z © 3 ® J} gy ue Ai} SIY Ul ony [Je 02 M Siy UO 5 enusor SVOIAS] 92. ~~ ONISNY] 92"
IMG_3955.JPEG,,,,,NO_CODE,PRO DEBUT X & e@toprs 336 308 11.295 » make a a two-way
IMG_3957.JPEG,konnor-griffin__konnor-griffin__pdc-32__pro-debut__front.jpg,PDC-32,Konnor Griffin,Konnor Griffin,OK,
